,list-card-link href,list-card-addr,ADDRESS,city,state,Metro,zip,price,sq ft,acreage,pricesqft,list-card-label,list-card-label 2,list-card-variable-text,walkscore,description,LATITUDE,LONGITUDE,list-card-link src,list-card-save-content
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""631 N Avenue 48, Los Angeles, CA 90042"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""631 N Avenue 48"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90042""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.10954,""longitude"":-118.20833},""url"":""https://www.zillow.com/homedetails/631-N-Avenue-48-Los-Angeles-CA-90042/95658808_zpid/""}",https://www.zillow.com/homedetails/631-N-Avenue-48-Los-Angeles-CA-90042/95658808_zpid/,"631 N Avenue 48, Los Angeles, CA 90042",631 N Avenue 48,Los Angeles,CA,Los Angeles,90042,58000,"7,405",0.17,$7.83,sqft lot,Sold,Sold 06/20/2019,51,Somewhat Walkable,34.10954,-118.20833,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4830 Eldred St, Los Angeles, CA 90042"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4830 Eldred St"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90042""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.107887,""longitude"":-118.209171},""url"":""https://www.zillow.com/homedetails/4830-Eldred-St-Los-Angeles-CA-90042/250223014_zpid/""}",https://www.zillow.com/homedetails/4830-Eldred-St-Los-Angeles-CA-90042/250223014_zpid/,"4830 Eldred St, Los Angeles, CA 90042",4830 Eldred St,Los Angeles,CA,Los Angeles,90042,75000,"5,362",0.12,$13.99,sqft lot,Sold,Sold 02/07/2020,53,Somewhat Walkable,34.107887,-118.209171,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4751 Via Colina, Los Angeles, CA 90042"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4751 Via Colina"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90042""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.101039,""longitude"":-118.182975},""url"":""https://www.zillow.com/homedetails/4751-Via-Colina-Los-Angeles-CA-90042/2131381288_zpid/""}",https://www.zillow.com/homedetails/4751-Via-Colina-Los-Angeles-CA-90042/2131381288_zpid/,"4751 Via Colina, Los Angeles, CA 90042",4751 Via Colina,Los Angeles,CA,Los Angeles,90042,139000,"7,792",0.18,$17.84,sqft lot,Sold,Sold 03/16/2020,53,Somewhat Walkable,34.101039,-118.182975,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Barker Dr, Los Angeles, CA 90042"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Barker Dr"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90042""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.127366,""longitude"":-118.199992},""url"":""https://www.zillow.com/homedetails/Barker-Dr-Los-Angeles-CA-90042/2079891878_zpid/""}",https://www.zillow.com/homedetails/Barker-Dr-Los-Angeles-CA-90042/2079891878_zpid/,"Barker Dr, Los Angeles, CA 90042",Barker Dr,Los Angeles,CA,Los Angeles,90042,165000,"4,399",0.10,$37.51,sqft lot,Sold,Sold 07/27/2020,43,Car-Dependent,34.127366,-118.199992,https://photos.zillowstatic.com/fp/caca6f3161bccfc92b3ea8d70d751b18-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""205 S Avenue 59, Los Angeles, CA 90042"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""694""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""205 S Avenue 59"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90042""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.10852,""longitude"":-118.18963},""url"":""https://www.zillow.com/homedetails/205-S-Avenue-59-Los-Angeles-CA-90042/20772515_zpid/""}",https://www.zillow.com/homedetails/205-S-Avenue-59-Los-Angeles-CA-90042/20772515_zpid/,"205 S Avenue 59, Los Angeles, CA 90042",205 S Avenue 59,Los Angeles,CA,Los Angeles,90042,200000,"3,406",0.08,$58.72,sqft lot,Sold,Sold 06/04/2019,78,Very Walkable,34.10852,-118.18963,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5239 Granada St, Los Angeles, CA 90042"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,751""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5239 Granada St"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90042""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.111441,""longitude"":-118.201618},""url"":""https://www.zillow.com/homedetails/5239-Granada-St-Los-Angeles-CA-90042/20762806_zpid/""}",https://www.zillow.com/homedetails/5239-Granada-St-Los-Angeles-CA-90042/20762806_zpid/,"5239 Granada St, Los Angeles, CA 90042",5239 Granada St,Los Angeles,CA,Los Angeles,90042,201600,"5,758",0.13,$35.01,sqft lot,Sold,Sold 11/02/2018,80,Very Walkable,34.111441,-118.201618,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1439 N Avenue 49, Los Angeles, CA 90042"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,088""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1439 N Avenue 49"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90042""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.12309,""longitude"":-118.20881},""url"":""https://www.zillow.com/homedetails/1439-N-Avenue-49-Los-Angeles-CA-90042/2077307388_zpid/""}",https://www.zillow.com/homedetails/1439-N-Avenue-49-Los-Angeles-CA-90042/2077307388_zpid/,"1439 N Avenue 49, Los Angeles, CA 90042",1439 N Avenue 49,Los Angeles,CA,Los Angeles,90042,280000,"5,998",0.14,$46.68,sqft lot,Sold,Sold 12/22/2020,85,Very Walkable,34.12309,-118.20881,https://photos.zillowstatic.com/fp/7df95ee14879ed4deb1c70158b34964f-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""533 Lewis, Los Angeles, CA 90042"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""533 Lewis"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90042""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.122478,""longitude"":-118.180247},""url"":""https://www.zillow.com/homedetails/533-Lewis-Los-Angeles-CA-90042/2087027126_zpid/""}",https://www.zillow.com/homedetails/533-Lewis-Los-Angeles-CA-90042/2087027126_zpid/,"533 Lewis, Los Angeles, CA 90042",533 Lewis,Los Angeles,CA,Los Angeles,90042,280000,"2,178",0.05,$128.56,sqft lot,Sold,Sold 10/27/2018,74,Very Walkable,34.122478,-118.180247,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5355 Monterey Rd, Los Angeles, CA 90042"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5355 Monterey Rd"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90042""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.099914,""longitude"":-118.188374},""url"":""https://www.zillow.com/homedetails/5355-Monterey-Rd-Los-Angeles-CA-90042/95683960_zpid/""}",https://www.zillow.com/homedetails/5355-Monterey-Rd-Los-Angeles-CA-90042/95683960_zpid/,"5355 Monterey Rd, Los Angeles, CA 90042",5355 Monterey Rd,Los Angeles,CA,Los Angeles,90042,430000,"20,909",0.48,$20.57,acres lot,Sold,Sold 08/14/2020,52,Somewhat Walkable,34.099914,-118.188374,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""129 S Cessna Ln, Los Angeles, CA 90042"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,962""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""129 S Cessna Ln"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90042""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.1049,""longitude"":-118.19991},""url"":""https://www.zillow.com/homedetails/129-S-Cessna-Ln-Los-Angeles-CA-90042/250346703_zpid/""}",https://www.zillow.com/homedetails/129-S-Cessna-Ln-Los-Angeles-CA-90042/250346703_zpid/,"129 S Cessna Ln, Los Angeles, CA 90042",129 S Cessna Ln,Los Angeles,CA,Los Angeles,90042,870000,"1,311",0.03,$663.62,sqft lot,Sold,Sold 05/16/2019,87,Very Walkable,34.1049,-118.19991,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""406 Kirby St, Los Angeles, CA 90042"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""406 Kirby St"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90042""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.122538,""longitude"":-118.18329},""url"":""https://www.zillow.com/homedetails/406-Kirby-St-Los-Angeles-CA-90042/95560734_zpid/""}",https://www.zillow.com/homedetails/406-Kirby-St-Los-Angeles-CA-90042/95560734_zpid/,"406 Kirby St, Los Angeles, CA 90042",406 Kirby St,Los Angeles,CA,Los Angeles,90042,960000,"5,061",0.12,$189.69,sqft lot,Sold,Sold 03/05/2019,82,Very Walkable,34.122538,-118.18329,https://photos.zillowstatic.com/fp/6cb11719c73a0e19a29aec85d7d5a2e8-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2500 Southwest Dr, Los Angeles, CA 90043"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2500 Southwest Dr"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90043""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.981696,""longitude"":-118.320875},""url"":""https://www.zillow.com/homedetails/2500-Southwest-Dr-Los-Angeles-CA-90043/2090978638_zpid/""}",https://www.zillow.com/homedetails/2500-Southwest-Dr-Los-Angeles-CA-90043/2090978638_zpid/,"2500 Southwest Dr, Los Angeles, CA 90043",2500 Southwest Dr,Los Angeles,CA,Los Angeles,90043,475000,"6,512",0.15,$72.94,sqft lot,Sold,Sold 01/25/2019,56,Somewhat Walkable,33.981696,-118.320875,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6211 Vermont, Los Angeles, CA 90044"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6211 Vermont"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90044""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.982847,""longitude"":-118.291853},""url"":""https://www.zillow.com/homedetails/6211-Vermont-Los-Angeles-CA-90044/2086605808_zpid/""}",https://www.zillow.com/homedetails/6211-Vermont-Los-Angeles-CA-90044/2086605808_zpid/,"6211 Vermont, Los Angeles, CA 90044",6211 Vermont,Los Angeles,CA,Los Angeles,90044,300000,"5,605",0.13,$53.52,sqft lot,Sold,Sold 12/24/2018,79,Very Walkable,33.982847,-118.291853,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""920 W 81st St, Los Angeles, CA 90044"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,252""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""920 W 81st St"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90044""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.965145,""longitude"":-118.289958},""url"":""https://www.zillow.com/homedetails/920-W-81st-St-Los-Angeles-CA-90044/20946683_zpid/""}",https://www.zillow.com/homedetails/920-W-81st-St-Los-Angeles-CA-90044/20946683_zpid/,"920 W 81st St, Los Angeles, CA 90044",920 W 81st St,Los Angeles,CA,Los Angeles,90044,355000,"9,301",0.21,$38.17,sqft lot,Sold,Sold 02/06/2020,69,Somewhat Walkable,33.965145,-118.289958,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""624 W Imperial Hwy, Los Angeles, CA 90044"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,736""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""624 W Imperial Hwy"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90044""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.930629,""longitude"":-118.285784},""url"":""https://www.zillow.com/homedetails/624-W-Imperial-Hwy-Los-Angeles-CA-90044/20977442_zpid/""}",https://www.zillow.com/homedetails/624-W-Imperial-Hwy-Los-Angeles-CA-90044/20977442_zpid/,"624 W Imperial Hwy, Los Angeles, CA 90044",624 W Imperial Hwy,Los Angeles,CA,Los Angeles,90044,511000,"8,851",0.20,$57.73,sqft lot,Sold,Sold 07/31/2020,62,Somewhat Walkable,33.930629,-118.285784,https://photos.zillowstatic.com/fp/9d2005a0c278cb3f5d5a439c6fa46133-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""624 W 84th St, Los Angeles, CA 90044"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""939""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""624 W 84th St"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90044""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.961838,""longitude"":-118.284844},""url"":""https://www.zillow.com/homedetails/624-W-84th-St-Los-Angeles-CA-90044/20946820_zpid/""}",https://www.zillow.com/homedetails/624-W-84th-St-Los-Angeles-CA-90044/20946820_zpid/,"624 W 84th St, Los Angeles, CA 90044",624 W 84th St,Los Angeles,CA,Los Angeles,90044,1360000,"6,507",0.15,$209.01,sqft lot,Sold,Sold 10/15/2020,73,Very Walkable,33.961838,-118.284844,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7701 Kittyhawk Ave, Los Angeles, CA 90045"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""981""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7701 Kittyhawk Ave"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90045""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.968602,""longitude"":-118.381062},""url"":""https://www.zillow.com/homedetails/7701-Kittyhawk-Ave-Los-Angeles-CA-90045/20378790_zpid/""}",https://www.zillow.com/homedetails/7701-Kittyhawk-Ave-Los-Angeles-CA-90045/20378790_zpid/,"7701 Kittyhawk Ave, Los Angeles, CA 90045",7701 Kittyhawk Ave,Los Angeles,CA,Los Angeles,90045,804500,"6,486",0.15,$124.04,sqft lot,Sold,Sold 05/12/2020,60,Somewhat Walkable,33.968602,-118.381062,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8333 Airport, Los Angeles, CA 90045"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8333 Airport"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90045""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.96269,""longitude"":-118.385784},""url"":""https://www.zillow.com/homedetails/8333-Airport-Los-Angeles-CA-90045/2078442223_zpid/""}",https://www.zillow.com/homedetails/8333-Airport-Los-Angeles-CA-90045/2078442223_zpid/,"8333 Airport, Los Angeles, CA 90045",8333 Airport,Los Angeles,CA,Los Angeles,90045,9000000,"84,942",1.95,$105.95,acres lot,Sold,Sold 07/09/2020,66,Somewhat Walkable,33.96269,-118.385784,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2005 Oakden Dr, Los Angeles, CA 90046"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2005 Oakden Dr"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90046""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.107505,""longitude"":-118.372242},""url"":""https://www.zillow.com/homedetails/2005-Oakden-Dr-Los-Angeles-CA-90046/250337996_zpid/""}",https://www.zillow.com/homedetails/2005-Oakden-Dr-Los-Angeles-CA-90046/250337996_zpid/,"2005 Oakden Dr, Los Angeles, CA 90046",2005 Oakden Dr,Los Angeles,CA,Los Angeles,90046,17000,"4,099",0.09,$4.15,sqft lot,Sold,Sold 12/27/2018,34,Car-Dependent,34.107505,-118.372242,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2243 Laurel Canyon Blvd, Los Angeles, CA 90046"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2243 Laurel Canyon Blvd"",""addressLocality"":""Los Angeles"",""addressRegion"":""CA"",""postalCode"":""90046""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.110535,""longitude"":-118.373443},""url"":""https://www.zillow.com/homedetails/2243-Laurel-Canyon-Blvd-Los-Angeles-CA-90046/95613693_zpid/""}",https://www.zillow.com/homedetails/2243-Laurel-Canyon-Blvd-Los-Angeles-CA-90046/95613693_zpid/,"2243 Laurel Canyon Blvd, Los Angeles, CA 90046",2243 Laurel Canyon Blvd,Los Angeles,CA,Los Angeles,90046,25000,"5,275",0.12,$4.74,sqft lot,Sold,Sold 11/14/2018,43,Car-Dependent,34.110535,-118.373443,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
